spec	modelNum	modelTime	modelMem	sign	testtuple	pass	askTime	askMem	numProvs	maxTreeDepth	maxNumAlphas	maxHighlight	info
CD2Alloy2.als	2	3195140	171927200	false	get(Address$0->worksIn$0->unused18)	true	19525837	270024032	2	6	2	42	-
CD2Alloy2.als	2	3195140	171927200	false	get(unused29->of$0->unused20)	true	462021	270024032	0	0	0	0	-
CD2Alloy2.als	2	3195140	171927200	false	get(unused27->of$0->unused6)	true	315611	270024032	0	0	0	0	-
CD2Alloy2.als	2	3195140	171927200	false	get(Address$0->worksIn$0->unused28)	true	19369898	279376640	2	6	2	42	-
CD2Alloy2.als	2	3195140	171927200	false	this/Address(unused27)	true	31826516	293405808	1	7	1	40	-
CD2Alloy2.als	2	3195140	171927200	false	get(unused22->worksIn$0->unused18)	true	380268	293405808	0	0	0	0	-
CD2Alloy2.als	2	3195140	171927200	false	get(unused25->worksIn$0->unused10)	true	273641	293405808	0	0	0	0	-
CD2Alloy2.als	2	3195140	171927200	false	get(unused28->worksIn$0->unused3)	true	261859	293405808	0	0	0	0	-
CD2Alloy2.als	2	3195140	171927200	false	get(unused25->worksIn$0->unused18)	true	245377	293407904	0	0	0	0	-
CD2Alloy2.als	2	3195140	171927200	false	get(Address$0->worksIn$0->unused26)	true	15266245	302760592	2	6	2	42	-
CD2Alloy2.als	2	3195140	171927200	false	get(Employee$0->worksIn$0->unused6)	true	743554430	380326400	4	10	21	42	-
CD2Alloy2.als	2	3195140	171927200	false	get(unused25->worksIn$0->unused13)	true	510782	249308816	0	0	0	0	-
CD2Alloy2.als	2	3195140	171927200	false	get(unused22->worksIn$0->unused29)	true	317161	249308816	0	0	0	0	-
CD2Alloy2.als	2	3195140	171927200	false	get(unused25->worksIn$0->unused8)	true	307779	249308816	0	0	0	0	-
CD2Alloy2.als	2	3195140	171927200	false	get(unused29->of$0->Employee$0)	true	54785742	258030904	1	5	3	42	-
CD2Alloy2.als	2	3195140	171927200	false	get(Address$0->worksIn$0->unused7)	true	19748758	262391944	2	6	2	42	-
CD2Alloy2.als	2	3195140	171927200	false	get(Address$0->worksIn$0->unused23)	true	20402654	271114064	2	6	2	42	-
CD2Alloy2.als	2	3195140	171927200	false	get(unused29->of$0->unused19)	true	452390	271114064	0	0	0	0	-
CD2Alloy2.als	2	3195140	171927200	false	get(unused28->of$0->unused28)	true	308554	271114064	0	0	0	0	-
CD2Alloy2.als	2	3195140	171927200	false	get(unused26->of$0->unused14)	true	303134	271114064	0	0	0	0	-
CD2Alloy2.als	2	3195140	171927200	false	get(Employee$0->of$0->unused4)	true	19496971	279854600	2	6	2	42	-
CD2Alloy2.als	2	3195140	171927200	false	get(unused25->worksIn$0->unused20)	true	427316	279854600	0	0	0	0	-
CD2Alloy2.als	2	3195140	171927200	false	get(Address$0->of$0->unused22)	true	19260621	284215896	2	6	2	42	-
CD2Alloy2.als	2	3195140	171927200	false	this/Employee(unused25)	true	76413695	327988480	1	7	1	20	-
CD2Alloy2.als	2	3195140	171927200	false	get(Employee$0->worksIn$0->unused29)	true	734309469	365654528	4	10	21	42	-
CD2Alloy2.als	2	3195140	171927200	false	get(Address$0->of$0->Employee$0)	true	15681028	313613528	1	6	2	16	-
